"siren","nom","url_platform","id_datagouv","techno_platform"
225500016,"MEUSE",,"62a9e172655001b5fe4761cb","DataGouv"
213401573,"MEZE",,"5be01ff4634f4154a89ac27d","DataGouv"
218601581,"MIGNE-AUXANCES",,"629f0e37080956fa9423689a","DataGouv"
216902833,"MIONS","https://data.grandlyon.com/recherche?responsibleParty.organisationName=Ville%20de%20Mions",,"GeoNetwork"
213103450,"MIREMONT",,"5d0a0c318b4c4108d1265df6","DataGouv"
210102521,"MOGNENEINS",,"5662c125c751df42e605bd61","DataGouv"
210500773,"MOLINES EN QUEYRAS",,6.17670580136769E+023,"DataGouv"
212001630,"MONACIA D'AULLENE",,"53ae7fc3a3a729709f56d4f4","DataGouv"
216403915,"MONCAYOLLE-LARRORY-MENDIBIEU",,"5feb4fbca637a2ec099aeca1","DataGouv"
214001927,"MONT DE MARSAN",,"e78cf325926be02a2e7473e","DataGouv"
200081115,"MONTAIGU-VENDEE",,"63bfc09dbbeb51d94745154a","DataGouv"
213401649,"MONTAUD","http://data.montpellier3m.fr/datasets/commune/montaud",,"DKAN"
212503882,"MONTBELIARD",,"5c00089a8b4c414c75aed250","DataGouv"
814150900,"MONTELIBUS",,"6335a34a9f22dbea250ff0c9","DataGouv"
211702402,"MONTENDRE",,"5c8a2ea6634f411541dbc634","DataGouv"
213103757,"MONTESQUIEU VOLVESTRE",,"5d1217448b4c4160c8be2597","DataGouv"
213401698,"MONTFERRIER SUR LEZ","http://data.montpellier3m.fr/datasets/commune/montferrier-sur-lez",,"DKAN"
210102620,"MONTLUEL",,"6163f01f7b240574f0c50337","DataGouv"
210500872,"MONTMAUR",,"6040b6d8ad9447cdd290641a","DataGouv"
214401036,"MONTOIR DE BRETAGNE","https://data.agglo-carene.fr/explore/?refine.publisher=Montoir+de+Bretagne",,"OpenDataSoft"
213401722,"MONTPELLIER","http://data.montpellier3m.fr/datasets/commune/montpellier",,"DKAN"
243400017,"MONTPELLIER MEDITERRANEE METROPOLE","http://data.montpellier3m.fr/datasets/commune/montpellier-mediterran%C3%A9e-m%C3%A9tropole","5847cb5cc751df5d58c0bb7e","DKAN, DataGouv"
219300480,"MONTREUIL","https://data.montreuil.fr/explore/?refine.publisher=Ville+de+Montreuil",,"OpenDataSoft"
225600014,"MORBIHAN",,"5c924c1c8b4c41159d78d937","DataGouv"
255601106,"MORBIHAN ENERGIES","https://www.opendata56.fr/explore/?refine.publisher=Morbihan+%C3%A9nergies","551d4b6cc751df4f1a0cd89f","OpenDataSoft, DataGouv"
315903898,"MORBIHAN TOURISME",,"56aa3aac88ee387ea98ffbc6","DataGouv"
225700012,"MOSELLE","http://www.moselleopendata.fr/datas",,
216802249,"MULHOUSE","https://data.mulhouse-alsace.fr/explore/?refine.publisher=Ville+de+Mulhouse",,"OpenDataSoft"
213401797,"MURVIEL LES MONTPELLIER","http://data.montpellier3m.fr/datasets/commune/murviel-les-montpellier",,"DKAN"
314549262,"MUSIQUE ET DANSE EN LOIRE ATLANTIQUE","https://data.loire-atlantique.fr/explore/?refine.publisher=Musique+et+Danse+en+Loire-Atlantique","534fff98a3a7292c64a78011","OpenDataSoft, DataGouv"
215403957,"NANCY",,"5a210bc888ee382bed1f31db","DataGouv"
217703263,"NANDY","https://nandy-grandparissud.opendatasoft.com/explore/?sort=modified&refine.publisher=Mairie+de+Nandy",,"OpenDataSoft"
219200508,"NANTERRE","http://www.nanterre.fr/1166-donnees-a-telecharger.htm","58ecb30388ee3855493567c6","CMS.eolas, DataGouv"
214401093,"NANTES","https://data.nantesmetropole.fr/explore/?refine.publisher=Ville+de+Nantes","534fffb9a3a7292c64a78159","OpenDataSoft, DataGouv"
244400404,"NANTES METROPOLE","https://data.nantesmetropole.fr/explore/?refine.publisher=Nantes+Métropole","534fff98a3a7292c64a78012","OpenDataSoft, DataGouv"
210500922,"NEFFES",,,"DataGouv"
215904285,"NEUVILLE-SAINT-REMY",,"602e52a142cd4a284e56f149","DataGouv"
215801945,"NEVERS","https://trouver.ternum-bfc.fr/dataset?_organization_limit=0&organization=commune-de-nevers","594be11888ee38743d67051b","CKAN, DataGouv"
217804517,"NEZEL","https://gpseo.opendatasoft.com/explore/?disjunctive.theme&sort=explore.popularity_score&refine.publisher=Commune+de+Nézel","5fc16c05ab34a76f47019893","OpenDataSoft, DataGouv"
210600888,"NICE","http://opendata.nicecotedazur.org/data/organization/ville-de-nice",,"CKAN"
225800010,"NIEVRE","https://trouver.ternum-bfc.fr/dataset?_organization_limit=0&organization=direction-departementale-des-territoires-de-la-nievre-ddt-58","59367c42c751df5751fcc925","CKAN, DataGouv"
213001894,"NIMES","https://data.nimes-metropole.fr/explore/?disjunctive.publisher&sort=explore.popularity_score&refine.publisher=Ville+de+N%C3%AEmes",,"OpenDataSoft"
243000643,"NIMES METROPOLE","https://data.nimes-metropole.fr/explore/?disjunctive.publisher&sort=explore.popularity_score&refine.publisher=N%C3%AEmes+M%C3%A9tropole",,"OpenDataSoft"
217901917,"NIORT","https://donneespubliques.niortagglo.fr/search?categories=opendata&collection=Dataset&sort=name&source=ville%20de%20niort","5912ddcac751df1c0de5387b","ArcGIS, DataGouv"
200041317,"NIORT AGGLOMERATION","https://donneespubliques.niortagglo.fr/search?categories=opendata&collection=Dataset&sort=name&source=niort_agglo.data",,"ArcGIS"
210401386,"NIOZELLES",,,"DataGouv"
218902781,"NOE",,"57ea3e8b88ee3877235ff490","DataGouv"
219400520,"NOGENT SUR MARNE",,"54ca2b22c751df5273467389","DataGouv"
217703370,"NOISIEL","https://noisiel-agglo-pvm.opendata.arcgis.com","5c0fb6d3634f416a192f0eb7",
225900018,"NORD","https://geonord-lenord.opendata.arcgis.com",,"ArcGIS"
200053403,"NORMANDIE","https://opendata.normandie.fr/search","565ebf4788ee3869aae72046","DataGouv"
200012508,"NOUMEA","https://data.gouv.nc/explore/?disjunctive.theme&disjunctive.publisher&disjunctive.keyword&disjunctive.attributions&disjunctive.license&sort=explore.popularity_score&refine.publisher=Ville+de+Nouméa",,"OpenDataSoft"
200053759,"NOUVELLE AQUITAINE","https://www.pigma.org/portail/fr/recherche?page=3&responsibleParty.organisationName=REGION%20NOUVELLE-AQUITAINE","534fff6aa3a7292c64a77d95","Onegeo Suite, DataGouv"
509795829,"NOUVELLE AQUITAINE PIGMA","https://www.pigma.org/portail/fr/recherche",,"Onegeo Suite"
828647842,"NOUVELLE AQUITAINE TOURISME","https://www.datalocale.fr/dataset?organization=sirtaqui",,
200024933,"NOUVELLE CALEDONIE GOUVERNEMENT","https://data.gouv.nc/explore/?disjunctive.theme&disjunctive.publisher&disjunctive.keyword&disjunctive.attributions&disjunctive.license&sort=explore.popularity_score&refine.publisher=Gouvernement+de+la+Nouvelle-Calédonie",,"OpenDataSoft"
200081735,"NOUVELLE-AQUITAINE MOBILITES","https://www.pigma.org/portail/fr/recherche?page=3&responsibleParty.organisationName=NOUVELLE%20AQUITAINE%20MOBILITES","5c52f0cc8b4c410915918eee","Onegeo Suite"
213503642,"NOYAL CHATILLON SUR SEICHE","https://data.rennesmetropole.fr/explore/?refine.publisher=Ville+de+Noyal-Ch%C3%A2tillon-sur-Seiche",,"OpenDataSoft"
215601519,"NOYAL PONTIVY","https://www.opendata56.fr/explore/?refine.publisher=Ville+de+Noyal-Pontivy","5a5cb495c751df2cdac7334e","OpenDataSoft"
200053791,"OCCITANIE","https://data.laregion.fr/explore/?refine.publisher=R%C3%A9gion+Occitanie","5a153f5688ee3829e2fbf39f","OpenDataSoft, DataGouv"
217604818,"OCTEVILLE SUR MER","https://data.agglo-lehavre.fr",,"Spécifique"
395235047,"OFFICE DE TOURISME METROPOLITAIN NICE COTE D'AZUR","http://opendata.nicecotedazur.org/data/organization/office-de-tourisme-metropolitain-nice-cote-d-azur",,"CKAN"
226000016,"OISE","http://opendata.oise.fr/donnees/","534fff67a3a7292c64a77d7d","Typo3, DataGouv"
789710589,"ONDEA LAC DU BOURGET",,"5be2dd80634f41472fc9de00","DataGouv"
211201769,"ONET LE CHATEAU",,"5aec4c3e88ee381426c8df86","DataGouv"
210500963,"ORCIERES",,"60336c7e6bfff60074d2fbc9","DataGouv"
383743317,"ORECAN (OFF. REG. ENRG. CLIM. AIR NORM.)","https://data.metropole-rouen-normandie.fr/explore/?stage_theme=true&sort=modified&refine.publisher=ORECAN",,"OpenDataSoft"
244500468,"ORLEANS METROPOLE","https://data.orleans-metropole.fr/explore/?refine.publisher=Orl%C3%A9ans+M%C3%A9tropole","57ed2fe9c751df236179df72","OpenDataSoft, DataGouv"
216404293,"ORSANCO",,"5cc19b08634f415e201b269e","DataGouv"
214401143,"ORVAULT","https://data.loire-atlantique.fr/explore/?refine.publisher=Orvault",,"OpenDataSoft"
216404350,"OSSERAIN-RIVAREYTE",,"5cacc0838b4c4147790eca6e","DataGouv"
216802538,"OTTMARSHEIM","https://data.mulhouse-alsace.fr/explore/?refine.publisher=Comme+d%27Ottmarsheim",,"OpenDataSoft"
210500997,"OZE",,"605ae5765f7199d1ee55d6db","DataGouv"
216404418,"PAGOLLE",,"61a9e53d150efa00ce63e52e","DataGouv"
250600723,"PALMBUS CA CANNES PAYS DE LERINS",,"5c65a43a634f41156b2de37e","DataGouv"
217202290,"PARENNES",,"623c6d134841a0f5a9d0b61d","DataGouv"
217500016,"PARIS","https://opendata.paris.fr/explore/?sort=modified","534fff89a3a7292c64a77eb7","OpenDataSoft, DataGouv"
200057958,"PARIS VALLEE DE MARNE","https://data-agglo-pvm.opendata.arcgis.com","5ba1142b8b4c4139be113bca",
226200012,"PAS DE CALAIS",,"639af60107ee6640d345efa7","DataGouv"
325920080,"PAS DE CALAIS TOURISME","https://tourisme62.opendatasoft.com/explore/?refine.publisher=Comité+départemental+de+tourisme+du+Pas-de-Calais","534fffa2a3a7292c64a7808d","OpenDataSoft, DataGouv"
234400034,"PAYS DE LA LOIRE","https://data.paysdelaloire.fr/explore/?refine.publisher=Région+des+Pays+de+la+Loire","534fffa7a3a7292c64a780c5","OpenDataSoft, DataGouv"
200043321,"PAYS DE MORMAL",,"602e97c56049c5798e35d76d","DataGouv"
200048965,"PAYS DE SAINT BRIEUC","http://datarmor.cotesdarmor.fr/web/guest/donnees",,"Hop'n Data"
200080364,"PAYS SERRE-PONCON UBAYE DURANCE",,"60229bce4649331925fa9897","DataGouv"
215601543,"PEILLAC",,"5b7ea6c3634f4119e42b781b","DataGouv"
210501003,"PELLEAUTIER",,"622f6d6c07ca6ca0fb9b85ee","DataGouv"
211702741,"PERIGNY",,"5e21d2c66f4441231a3e3255","DataGouv"
213401987,"PEROLS","http://data.montpellier3m.fr/datasets/commune/p%C3%A9rols",,"DKAN"
213303183,"PESSAC","https://opendata.bordeaux-metropole.fr/explore/?disjunctive.publisher&disjunctive.frequence&disjunctive.territoire&sort=title&refine.publisher=Ville+de+Pessac",,"OpenDataSoft"
217604974,"PETIT COURONNE",,"5b90dc4d634f415369256e17","DataGouv"
200049690,"PETR PAYS MIDI QUERCY",,"594d23e688ee380a6acd18af","DataGouv"
381785120,"PICARDIE NATURE",,"54e3c4f1c751df7e3e467389","DataGouv"
210401501,"PIEGUT",,"61c9d381508707eb4261f81c","DataGouv"
213402027,"PIGNAN","http://data.montpellier3m.fr/datasets/commune/pignan",,"DKAN"
200013746,"PIRAE","http://www.pirae.pf/opendata/","56bac12ec751df6c539f9dea","Spécifique, DataGouv"
212201719,"PLAINTEL","http://datarmor.cotesdarmor.fr/web/guest/donnees","588f0a98c751df12c6ae0a66","Hop'n Data, DataGouv"
212201875,"PLERIN","http://datarmor.cotesdarmor.fr/web/guest/donnees","584ed32c88ee38733fc65bb3","Hop'n Data, DataGouv"
214401283,"PLESSE",,"5a1fde6d88ee384f0ff312b0","DataGouv"
219400595,"PLESSIS TREVISE",,"5bb4ae00634f4155bc71f71f","DataGouv"
213502271,"PLEUMELEUC",,"5b1a788188ee3843648b36b6","DataGouv"
200054252,"PLOEUC L'HERMITAGE","http://datarmor.cotesdarmor.fr/donnees",,"Hop'n Data"
212202048,"PLOEZAL","http://datarmor.cotesdarmor.fr/web/guest/donnees",,"Hop'n Data"
212901730,"PLONEIS","https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-ploneis/",,
212202154,"PLOUFRAGAN","http://datarmor.cotesdarmor.fr/donnees",,"Hop'n Data"
252106620,"PNR DU MORVAN","https://trouver.ternum-bfc.fr/organization/sm-du-parc-naturel-regional-du-morvan","5f91506e6d1d6f595ceb0ea8","CKAN, DataGouv"
251900130,"PNR MILLEVACHES LIMOUSIN","https://www.pigma.org/portail/fr/recherche?page=3&responsibleParty.organisationName=PNR%20MILLEVACHES%20EN%20LIMOUSIN",,"Onegeo Suite"
218601946,"POITIERS","https://data.grandpoitiers.fr/explore/?refine.publisher=Ville+de+Poitiers",,"OpenDataSoft"
200072866,"POLE METROPOLITAIN DE L'ESTUAIRE DE LA SEINE","https://data.estuairedelaseine.fr",,"Spécifique"
200033736,"POLE METROPOLITAIN DU PAYS DE BREST","https://opendata.brest-metropole.fr/explore/?sort=modified&refine.publisher=Pôle+métropolitain+du+Pays+de+Brest","5adda58dc751df45e10ca319","OpenDataSoft, DataGouv"
210501045,"POLIGNY (05)",,"6040b98bce99ec84e1f74ba6","DataGouv"
213803174,"PONT DE CLAIX","https://data.metropolegrenoble.fr/ckan/dataset?organization=ville-de-pont-de-claix",,"CKAN"
212902209,"PONT L'ABBE",,"58da32bac751df47f26f37b1","DataGouv"
217703735,"PONTAULT-COMBAULT","https://opendata.pontault-combault.fr","5d9461b98b4c414ed95ff89f",
214401325,"PORNICHET","https://data.agglo-carene.fr/explore/?sort=modified&disjunctive.gestionnaire&disjunctive.publisher&disjunctive.theme&disjunctive.keyword&disjunctive.license&disjunctive.features&disjunctive.diffuseur&refine.dcat.spatial=CARENE&disjunctive.dcat.spatial&refine.publisher=Pornichet",,"OpenDataSoft"
212002471,"PORTO-VECCHIO",,"619e52c5aed3f24ffa360651","DataGouv"
213402175,"PRADES LE LEZ","http://data.montpellier3m.fr/datasets/commune/prades-le-lez",,"DKAN"
219300613,"PRE SAINT-GERVAIS",,"602e3bf6e4bfa151e330a1e8","DataGouv"
782815666,"PROVENCE TOURISME","https://trouver.datasud.fr/organization/provence-tourisme",,"CKAN"
200012979,"PROVINCE DES ILES LOYAUTE - NOUVELLE CALEDONIE","https://data.gouv.nc/explore/?disjunctive.theme&disjunctive.publisher&disjunctive.keyword&disjunctive.attributions&disjunctive.license&sort=explore.popularity_score&refine.publisher=Province+des+Iles+Loyauté",,"OpenDataSoft"
200012656,"PROVINCE NORD - NOUVELLE CALEDONIE","https://data.gouv.nc/explore/?disjunctive.theme&disjunctive.publisher&disjunctive.keyword&disjunctive.attributions&disjunctive.license&sort=explore.popularity_score&refine.publisher=Province+Nord",,"OpenDataSoft"
200012490,"PROVINCE SUD - NOUVELLE CALEDONIE","https://data.gouv.nc/explore/?disjunctive.theme&disjunctive.publisher&disjunctive.keyword&disjunctive.attributions&disjunctive.license&sort=explore.popularity_score&refine.publisher=Province+Sud",,"OpenDataSoft"
218301000,"PUGET VILLE","https://opendata.sictiam.fr/fr/organization/mairie-de-puget-ville",,"CKAN"
219200623,"PUTEAUX","https://opendata.hauts-de-seine.fr/explore/?sort=modified&refine.publisher=Ville+de+Puteaux",,"OpenDataSoft"
226300010,"PUY DE DOME","https://www.puy-de-dome.fr/open-data.html",,"Typo3"
210501078,"PUY SAINT ANDRE",,"6007fa85ae1fa369d5b22d59","DataGouv"
210501110,"PUY SANIERES",,,"DataGouv"
210501086,"PUY-SAINT-EUSEBE",,,"DataGouv"
226400018,"PYRENEES ATLANTIQUES","https://data.le64.fr/explore/?refine.publisher=D%C3%A9partement+des+Pyr%C3%A9n%C3%A9es-Atlantiques",,"OpenDataSoft"
226600013,"PYRENEES ORIENTALES",,"5ab9f242c751df2f936031d6","DataGouv"
482886694,"QUALITAIR CORSE","https://data-qualitaircorse.opendata.arcgis.com/datasets",,"ArcGIS"
212202584,"QUESSOY","https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-quessoy/",,
215601865,"QUIBERON","https://www.opendata56.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Ville+de+Quiberon","5dc56e0e8b4c412e7cd726a2","OpenDataSoft, DataGouv"
212902324,"QUIMPER",,"60800dc5d27edfb696bace22","DataGouv"
217805175,"RAMBOUILLET",,"5c40559d8b4c4151b275a7b0","DataGouv"
215202979,"RANGECOURT",,,"DataGouv"
775663438,"RATP","https://data.ratp.fr/explore/?refine.publisher=RATP","534fffa6a3a7292c64a780b7","OpenDataSoft, DataGouv"
213502362,"REDON",,"5a1e73b0c751df0d9952bd2d","DataGouv"
757200464,"REGIE DES TRANSPORT DE L'AIN",,"6335bb37bcbfd9d79ea0f61b","DataGouv"
815142229,"REGIE DES TRANSPORTS CARCASONNE AGGLO",,"5c17b4d7634f41734de371f7","DataGouv"
493397673,"REGIE DES TRANSPORTS DU TERRITOIRE DE BELFORT",,"5b11425c88ee387510d9dcfb","DataGouv"
794030213,"REGIE LIGNES D'AZUR","http://opendata.nicecotedazur.org/data/organization/regie-ligne-d-azur","60014ec06e10abdf81f90d24","CKAN, DataGouv"
783669831,"REGIE MUNICIPALE D'ELECTRICITE DE LOOS",,"6307af651bb279e7819b709f","DataGouv"
215104217,"REIMS",,"61546fd3dc9dd3c1e2d0dc1e","DataGouv"
210501151,"REMOLLON",,"62304b07321cfc12c33ecefd","DataGouv"
213502388,"RENNES","https://data.rennesmetropole.fr/explore/?refine.publisher=Ville+de+Rennes","534fffb9a3a7292c64a7815d","OpenDataSoft, DataGouv"
243500139,"RENNES METROPOLE","https://data.rennesmetropole.fr/explore/?refine.publisher=Rennes+M%C3%A9tropole","534fffaaa3a7292c64a780dd","OpenDataSoft, DataGouv"
210501169,"REOTIER",,"616457b78bab54483d09da7a","DataGouv"
213402274,"RESTINCLIERES","http://data.montpellier3m.fr/datasets/commune/restincli%C3%A8res",,"DKAN"
214001646,"RETJONS",,,"DataGouv"
410201164,"RGD SAVOIE MONT BLANC",,"5e26cf6a8b4c415807c44294","DataGouv"
216802710,"RIEDISHEIM","https://data.mulhouse-alsace.fr/explore/?refine.publisher=Ville+de+Riedisheim",,"OpenDataSoft"
216902866,"RILLIEUX LA PAPE","https://data.grandlyon.com/recherche?responsibleParty.organisationName=Ville%20de%20Rillieux-la-Pape","5d1b06b46f44410e40f553ac","GeoNetwork, DataGouv"
219105210,"RIS ORANGIS","https://risorangis-grandparissud.opendatasoft.com/explore/?sort=modified&refine.publisher=Mairie+de+Ris-Orangis",,"OpenDataSoft"
210501193,"RISOUL",,"608c09ea12d38ac54f7716d0","DataGouv"
216802785,"RIXHEIM","https://data.mulhouse-alsace.fr/explore/?refine.publisher=Ville+de+Rixheim",,"OpenDataSoft"
210501219,"ROCHEBRUNE",,"60c76fd78fb7416b75d46fc5","DataGouv"
210501243,"ROCHETTE(05)",,"6040b08d9562ff6c296225d9","DataGouv"
211202023,"RODEZ",,"57ff946788ee384fa45ff490","DataGouv"
217703909,"ROISSY-EN-BRIE",,"5bb4b18e634f415e74428bec","DataGouv"
210601043,"ROQUEBRUNE CAP MARTIN","https://opendata.sictiam.fr/fr/organization/mairie-de-roquebrune-cap-martin",,"CKAN"
213104581,"ROQUES","https://data.laregion.fr/explore/?disjunctive.publisher&sort=modified&refine.publisher=Commune+de+Roques",,
212902399,"ROSCOFF",,"5ab12b6ec751df128414f914","DataGouv"
219300647,"ROSNY SOUS BOIS",,"5b28f5b288ee38047e62143e","DataGouv"
217805316,"ROSNY-SUR-SEINE","https://gpseo.opendatasoft.com/explore/?disjunctive.theme&sort=explore.popularity_score&refine.publisher=Commune+de+Rosny-sur-Seine","602e797a30d5da86b9fc0c57","OpenDataSoft, DataGouv"
215905126,"ROUBAIX","https://opendata.roubaix.fr/explore/?refine.publisher=Ville+de+Roubaix","5be53f55634f4119ca26ec72","OpenDataSoft, DataGouv"
217605401,"ROUEN","https://data.metropole-rouen-normandie.fr/explore/?stage_theme=true&sort=modified&refine.publisher=Ville+de+Rouen",,"OpenDataSoft"
200023414,"ROUEN NORMANDIE METROPOLE","https://data.metropole-rouen-normandie.fr/explore/?stage_theme=true&sort=modified&refine.publisher=Métropole+Rouen+Normandie","5a0467d188ee38711f65672c","OpenDataSoft, DataGouv"
210501276,"ROUSSET",,"6213527d932e93b14b45cecc","DataGouv"
219200631,"RUEIL MALMAISON","https://opendata.hauts-de-seine.fr/explore/?sort=modified&refine.publisher=Ville+de+Rueil-Malmaison",,"OpenDataSoft"
317032993,"SAEMES","https://opendata.saemes.fr/explore/?refine.publisher=Saemes","56f54580c751df65ebc485cb","OpenDataSoft, DataGouv"
215905225,"SAILLY-LEZ-LANNOY",,"637f41e9db9b16a56d0c4fc5","DataGouv"
213303662,"SAINT ANDRE DE CUBZAC",,"534fff66a3a7292c64a77d79","DataGouv"
214401515,"SAINT ANDRE DES EAUX","https://data.agglo-carene.fr/explore/?refine.publisher=Saint-André+des+Eaux",,"OpenDataSoft"
212105407,"SAINT APOLLINAIRE",,"5aec1fe488ee384cbcf3befe","DataGouv"
210501318,"SAINT AUBAN D'OZE",,"605ae62d7376b3fb5346fee3","DataGouv"
217605617,"SAINT AUBIN LES ELBEUF","https://data.metropole-rouen-normandie.fr/explore/?stage_theme=true&sort=modified&refine.publisher=Ville+de+Saint-Aubin-lès-Elbeuf",,"OpenDataSoft"
215602061,"SAINT AVE","https://www.opendata56.fr/explore/?refine.publisher=Ville+de+Saint-Av%C3%A9","5aa79c9fc751df144f78f40c","OpenDataSoft, DataGouv"
213502552,"SAINT BENOIT DES ONDES","https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-saint-benoit-des-ondes/",,
216303230,"SAINT BONNET LE BOURG",,"5c59b6498b4c4157a35c3880","DataGouv"
213002371,"SAINT BRES","http://data.montpellier3m.fr/datasets/commune/saint-br%C3%A8s",,"DKAN"
212202782,"SAINT BRIEUC","http://datarmor.cotesdarmor.fr/web/guest/donnees",,"Hop'n Data"
213904782,"SAINT CLAUDE",,"5b06810bc751df6e997fd802","DataGouv"
216901918,"SAINT CYR AU MONT D'OR","https://data.grandlyon.com/recherche?responsibleParty.organisationName=Ville%20de%20Saint-Cyr-au-Mont-d%27Or",,"GeoNetwork"
218301125,"SAINT CYR SUR MER",,"5c4973cf8b4c410839f61188","DataGouv"
219740115,"SAINT DENIS DE LA REUNION","http://opendata-sig.saintdenis.re/datasets","5c050cfb8b4c413be36cb1c3","ArcGIS, DataGouv"
213303936,"SAINT DENIS DE PILE",,"621c872a44355164f329e2f4","DataGouv"
216901942,"SAINT DIDIER AU MONT D'OR","https://data.grandlyon.com/recherche?responsibleParty.organisationName=Ville%20de%20Saint-Didier-au-Mont-d%27Or",,"GeoNetwork"
213402498,"SAINT DREZERY","http://data.montpellier3m.fr/datasets/commune/saint-dr%C3%A9z%C3%A9ry",,"DKAN"
213803828,"SAINT EGREVE","http://data.metropolegrenoble.fr/ckan/dataset?organization=ville-de-saint-egreve","5c002da8634f4111d7393309","CKAN, DataGouv"
216404764,"SAINT ESTEBEN",,"5ddfeff56f44411ac532190f","DataGouv"
216404772,"SAINT ETIENNE DE BAIGORRY",,"5e81f70c1dd3db2b3165ec8d","DataGouv"
244200770,"SAINT ETIENNE METROPOLE","https://data.saint-etienne-metropole.fr/catalogue","5c34c63a8b4c41718c8b236f","Spécifique, DataGouv"
213402563,"SAINT GENIES DES MOURGUES","http://data.montpellier3m.fr/datasets/commune/saint-geni%C3%A8s-des-mourgues",,"DKAN"
213402597,"SAINT GEORGES D'ORQUES","http://data.montpellier3m.fr/datasets/commune/saint-georges-dorques",,"DKAN"
211703335,"SAINT GEORGES DE DIDONNE",,"5c8a2ec7634f411c56990637","DataGouv"
217805514,"SAINT GERMAIN EN LAYE",,"5d123361634f4145bb4131c8","DataGouv"
213502776,"SAINT GONLAY",,"5b3494ef88ee382f8e126555","DataGouv"
213502818,"SAINT JACQUES DE LA LANDE","https://data.rennesmetropole.fr/explore/?refine.publisher=Ville+de+Saint-Jacques+de+la+Lande",,"OpenDataSoft"
215602228,"SAINT JEAN BREVELAY","https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-saint-jean-brevelay/",,
213402704,"SAINT JEAN DE VEDAS","http://data.montpellier3m.fr/datasets/commune/saint-jean-de-vedas",,"DKAN"
214401689,"SAINT JOACHIM","https://data.agglo-carene.fr/explore/?refine.publisher=Saint-Joachim",,"OpenDataSoft"
218804219,"SAINT JULIEN",,"5e1708dd634f416746ce7892","DataGouv"
211703517,"SAINT JUST LUZAC",,"5c8a2e8e634f4118ee8aeee2","DataGouv"
216902882,"SAINT LAURENT DE MURE",,"5ae1cc2588ee385be7b19c67","DataGouv"
213304330,"SAINT LOUBES",,"5c6686958b4c4112712e3f6c","DataGouv"
213502883,"SAINT MALO","https://data.stmalo-agglomeration.fr/explore/?refine.publisher=Ville+de+Saint-Malo","53ba4599a3a729219b7beaca","OpenDataSoft, DataGouv"
214401762,"SAINT MALO DE GUERSAC","https://data.agglo-carene.fr/explore/?refine.publisher=Saint+Malo+de+Guersac",,"OpenDataSoft"
219400678,"SAINT MANDE","https://saintmande.opendatasoft.com/explore/?refine.publisher=Ville+de+Saint-Mand%C3%A9",,"OpenDataSoft"
217104454,"SAINT MARCEL",,"5bab855f634f417eb0f01da8","DataGouv"
213804214,"SAINT MARTIN D'HERES","https://data.metropolegrenoble.fr/ckan/dataset?organization=ville-de-saintmartindheres","5e2972146f444147e0a30177","CKAN, DataGouv"
219400686,"SAINT MAUR DES FOSSES",,"534fffada3a7292c64a780f9","DataGouv"
214401838,"SAINT MOLF","https://capatlantique-loireatlantique.opendatasoft.com/explore/?refine.publisher=Saint+Molf",,"OpenDataSoft"
214401846,"SAINT NAZAIRE","https://data.agglo-carene.fr/explore/?refine.publisher=Saint-Nazaire",,"OpenDataSoft"
214401853,"SAINT NICOLAS DE REDON",,"5a2023c388ee383e1dea3b3f","DataGouv"
211703806,"SAINT PALAIS SUR MER",,"5c8a2e8f8b4c41248f2542f5","DataGouv"
214002792,"SAINT PAUL LES DAX",,"5c6303468b4c414d6ae2ebcd","DataGouv"
215602327,"SAINT PERREUX","https://www.opendata56.fr/explore/?refine.publisher=Ville+de+Saint-Perreux",,"OpenDataSoft"
214002818,"SAINT PIERRE DU MONT","https://www.pigma.org/portail/fr/recherche?responsibleParty.organisationName=COMMUNE%20DE%20SAINT-PIERRE-DU-MONT","5fe1cb06e7e838910256a9cd","Onegeo Suite, DataGouv"
219105731,"SAINT PIERRE DU PERRAY","https://stpdp-grandparissud.opendatasoft.com/explore/?sort=modified&refine.publisher=Mairie+de+Saint-Pierre-du-Perray",,
216902908,"SAINT PRIEST","https://data.grandlyon.com/recherche?responsibleParty.organisationName=Ville%20de%20Saint-Priest",,"GeoNetwork"
212203244,"SAINT QUAY PERROS","https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-saint-quay-perros/",,
210206660,"SAINT QUENTIN",,"534fffaea3a7292c64a780fb","DataGouv"
212902647,"SAINT SERVAIS","https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-saint-servais/",,
215602392,"SAINT VINCENT SUR OUST",,"5b90de3c8b4c412516d5511f","DataGouv"
210501300,"SAINT-APOLLINAIRE",,"5aec1fe488ee384cbcf3befe","DataGouv"
240500215,"SAINT-BONNET-EN-CHAMPSAUR",,"603619e414f332b3d0c98a84","DataGouv"
210501342,"SAINT-CLEMENT-SUR-DURANCE",,"616016ffe577428401e9eff7","DataGouv"
210501367,"SAINT-CREPIN",,"617670a1376fef2c0b9b846f","DataGouv"
214202186,"SAINT-ETIENNE",,"639764cd0827a403ab114417","DataGouv"
