type;siren;nom;longitude;latitude
CC;248900664;CC de la Vanne et du Pays d'Othe;3.558659;48.235969
CC;248900748;CC du Gâtinais en Bourgogne;3.18597;48.175678
CC;248900896;CC Yonne Nord;3.19396;48.277132
CC;248900938;CC du Jovinien;3.398191;47.977862
CC;249000241;CC du Sud Territoire;6.998231;47.507701
CC;249100074;CC du Pays de Limours (CCPL);2.132295;48.626471
CC;249100157;CC des Deux Vallées;2.458307;48.401705
CC;249100546;CC du Val d'Essonne (CCVE);2.377934;48.531355
CC;249100553;CC Entre Juine et Renarde (CCEJR);2.182131;48.490145
CC;249100595;CC Le Dourdannais en Hurepoix (CCDH);2.012239;48.535769
CA;249500109;CA de Cergy-Pontoise;2.045547;49.04227
CC;249500430;CC Sausseron Impressionnistes;2.15876;49.074123
CC;249500455;CC de la Vallée de l'Oise et des Trois Forêts;2.286244;49.112925
CC;249500489;CC du Haut Val d'Oise;2.291947;49.141727
CC;249500513;CC du Vexin-Val de Seine;1.798528;49.154803
CC;249710047;CC de Marie-Galante;-61.29238;15.897344
CA;249710062;CA du Nord Basse-Terre;-61.702301;16.306674
CA;249710070;CA Grand Sud Caraïbe;-61.729522;15.9986
CA;249720053;CA de l'Espace Sud de la Martinique;-60.963027;14.525089
CA;249720061;CA du Centre de la Martinique;-61.064593;14.635584
CC;249730037;CC de l'Ouest Guyanais;-53.706056;5.598357
CA;249730045;CA du Centre Littoral;-52.311583;4.925248
CC;249730052;CC de l'Est Guyanais;-51.803603;3.892789
CA;249740077;CA CIVIS (Communauté Intercommunale des VIlles Solidaires);55.491803;-21.307722
CA;249740085;CA du Sud;55.542642;-21.249182
CA;249740093;CA Intercommunale de la Réunion Est (CIREST);55.694963;-21.061555
CA;249740101;CA Territoire de la Côte Ouest (TCO);55.304974;-20.946815
CA;249740119;CA Intercommunale du Nord de la Réunion (CINOR);55.444588;-20.909778
